lot_id,auction_id,sale_date,year,make,model,engine_cc,odometer,sold_price,hammer_price,lot_name
REC16340-1,243,2026-01-07,1998,Moto Guzzi,Sport Corsa 1100,1064,,5175,4500,"1998 Moto Guzzi 1100 Sport Corsa #137 1,064cc"
REC16426-3,243,2026-01-07,1951,Ariel,Square Four,997,,8050,7000,1951 Ariel Square Four 997cc
REC16426-4,243,2026-01-07,1953,Vincent,Series C Rapide,998,,34500,30000,1953 Vincent Series C Rapide Touring 998cc
REC16426-7,243,2026-01-08,2010,Bmw,Hp2 Sport,1170,,13570,11800,"2010 BMW HP2 Sport 1,170cc"
REC16428-1,243,2026-01-08,1967,Greeves,Silverstone,,,4830,4200,1967 Greeves 24RES Silverstone 246cc
REC16429-1,243,2026-01-08,1970,Triumph,T120Rt Bonneville,744,,8625,7500,1970 Triumph T120RT 750 Bonneville 744cc
REC16430-1,243,2026-01-08,1977,Suzuki,Ap50,49,,4140,3600,1977 Suzuki A50P 49cc
REC16437-1,243,2026-01-13,1929,Ariel,Model E,497,,5980,5200,1929 Ariel Model E 497cc
REC16452-1,243,2026-01-14,1950,Scott,Squirrel,596,,5520,4800,1950 Scott Squirrel 'Racer' 596cc
REC16458-1,243,2026-01-15,2005,Suzuki,Rizla Suzuki Gsx-R1000 K5 Bsb,998,,17480,15200,2005 Rizla Suzuki GSX-R1000 K5 BSB 998cc - ex-John Reynolds
REC16459-1,243,2026-01-15,1975,Yamaha,Rd250B,247,,3795,3300,1975 Yamaha RD250B 247cc
REC16461-1,243,2026-01-15,1979,Yamaha,Xt500,499,,3565,3100,1979 Yamaha XT500 499cc
REC16461-2,243,2026-01-15,1982,Yamaha,Xt250,249,,1092,950,1982 Yamaha XT250 249cc
REC16464-1,243,2026-01-15,1948,Moto Guzzi,Motoleggera,65,,3680,3200,1948 Moto Guzzi Motoleggera  65cc
REC16464-3,243,2026-01-15,1957,Mm,250,247,,4830,4200,1957 Moto Mazzetti MM250 247cc
REC16464-2,243,2026-01-17,1952,Mm,250,250,,6900,6000,1952 Moto Mazzetti MM250 247cc
REC16284-2,243,2026-01-18,2000,Suzuki,Tl1000 Sx,996,,1610,1400,2000 Suzuki TL1000 SX 'Streetfighter' 996cc
REC16469-1,243,2026-01-18,1959,Triumph,T120 Bonneville,649,,11960,10400,1959 Triumph T120 Bonneville 649cc
REC16469-2,243,2026-01-18,1959,Triumph,T110 Tiger,649,,8280,7200,1959 Triumph T110 Tiger 649cc
REC16470-1,243,2026-01-19,1968,Fahron Engineering Yamaha,175 Race Bike,175,,1725,1500,c.1968 Fahron Engineering Yamaha 175cc - Project
REC16470-2,243,2026-01-19,1986,Honda,Rs125 Nd4,125,,2990,2600,1986 Honda RS125 ND4 125cc
REC16466-3,243,2026-01-20,1983,Honda,Xl185,180,,1955,1700,1983 Honda XL185S 180cc
REC16477-1,243,2026-01-20,1985,Harris,Harris Kawasaki Race Bike,1179,,8510,7400,"1985 Harris Kawasaki Race Bike 1,179cc"
REC16477-2,243,2026-01-20,1977,Pem Kawasaki,Endurance Racer,998,,10350,9000,1977 PEM Moriwaki Kawasaki Race Bike 998cc
REC16499-1,243,2026-01-21,1934,Norton,Model 18,490,,7820,6800,1934 Norton Model 18 with Swallow Sidecar 490cc
REC16500-1,243,2026-01-21,2001,Ducati,996 Biposto,996,,7820,6800,2001 Ducati 996 Biposto 996cc
REC16501-1,243,2026-01-21,1950,Royal Enfield,Model J1 500,499,,3795,3300,1950 Royal Enfield Model J1 500 449cc
REC16510-1,243,2026-01-23,2005,Confederate,Hellcat,1851,,24725,21500,"2005 Confederate Hellcat 1,851cc"
REC15581-14,243,2026-01-24,1977,Ajw,Fox Cub,50,,1552,1350,1977 AJW Fox Cub Sports Moped 50cc
REC15581-15,243,2026-01-24,1957,Piatti,Cycle Master,125,,3335,2900,1957 Piatti Cycle Master 125cc
REC16489-2,243,2026-01-24,1973,Honda,St 70,,,2645,2300,1973 Honda ST70 Dax 72cc
REC16516-1,243,2026-01-24,1976,Kawasaki,Kt250,246,,2300,2000,1976 Kawasaki KT250 246cc
REC16482-1,243,2026-01-25,1976,Fantic,Caballero 50,49,,2875,2500,1976 Fantic Caballero 50 49cc
REC16482-2,243,2026-01-25,1992,Yamaha,Fzr1000,1002,,3450,3000,"1992 Yamaha FZR1000 1,002cc"
REC16482-3,243,2026-01-25,1985,Yamaha,Rd350Lc2,347,,8280,7200,1985 Yamaha RD350LC2 347cc
REC16386-1,243,2026-01-26,2000,Honda,Valkyrie,1520,,4600,4000,"2000 Honda Valkyrie 1,520cc"
REC16386-18,243,2026-01-26,1956,Adler,Mb250S,250,,2530,2200,1956 Adler MB250 'S' 250cc
REC16386-2,243,2026-01-26,1979,Ducati,900,864,,5290,4600,1979 Ducati 900GTS 864cc
REC16386-20,243,2026-01-26,1959,Nsu,Supermax,250,,3220,2800,1959 NSU Supermax 250cc
REC16386-22,243,2026-01-26,1950,Vincent,Series C Comet,499,,13570,11800,1950 Vincent Series C Comet 499cc
REC16386-25,243,2026-01-26,1952,Vincent,Series C Shadow,998,,43700,38000,1952 Vincent Series C Black Shadow 998cc
REC16386-4,243,2026-01-26,,Nsu Sportsmax,Replica,,,3450,3000,c.1955 NSU Sportmax Replica 250cc
REC16386-5,243,2026-01-26,1958,Adler,Mb250,247,,2645,2300,1958 Adler Favorit 250cc
REC16386-6,243,2026-01-26,1955,Adler,Mb250,250,,2185,1900,c.1955 Adler MB250 250cc
REC16386-10,243,2026-01-27,,Steib,S250,,,575,500,c.1950 Steib TR500 Sidecar
REC16386-11,243,2026-01-27,,Steib,S350,,,690,600,c.1935 Steib S350 Sidecar
REC16386-12,243,2026-01-27,1961,Bmw,R69,600,,10350,9000,1961 BMW R69S 594cc and Steib 501 Sidecar
REC16386-13,243,2026-01-27,1954,Zundapp,Ks601,592,,13800,12000,1954 Zundapp KS601 592cc and Swallow Jet 80 Sidecar
REC16386-14,243,2026-01-27,1967,Bmw,R60,600,,6210,5400,1967 BMW R60/2 590cc and Steib S501 Sidecar
REC16386-15,243,2026-01-27,1959,Bmw,R60,600,,6325,5500,1959 BMW R60 590cc and Steib S500 Sidecar
REC16386-19,243,2026-01-27,1957,Adler,Mb250,250,,3680,3200,1957 Adler Favorit 250cc and Steib LS200 Sidecar
REC16386-21,243,2026-01-27,1956,Adler,Mb250,247,,2415,2100,1956 Adler MB250 247cc
REC16386-3,243,2026-01-27,1979,Honda,250N,249,,1725,1500,1979 Honda 250N Super Dream 249cc
REC16536-1,243,2026-01-27,1975,Bmw,R90S,898,,5980,5200,1975 BMW R90S 898cc
REC16536-2,243,2026-01-27,1996,Bmw,Bmw R1000 Gs,980,,4370,3800,1996 BMW R1000 GS 980cc
REC16548-1,243,2026-01-27,1931,Humber,Sv 350,349,,3795,3300,1931 Humber SV 350 349cc
REC16548-2,243,2026-01-27,1975,Yamaha,Ty175,171,,2185,1900,1975 Yamaha TY175 171cc
REC16548-3,243,2026-01-27,1931,Bsa,S31-10 De Luxe Sloper,493,,9660,8400,1931 BSA S31-10 de Luxe Sloper 493cc
REC16554-1,243,2026-01-28,2001,Kawasaki,Zxr400-L9,398,,5175,4500,2001 Kawasaki ZXR400-L9 398cc
REC16570-1,243,2026-01-29,1964,Triumph,T20 Sr Tiger Cub,199,,2530,2200,1964 Triumph T20 SR Trials Tiger Cub 199cc
REC16553-1,243,2026-01-31,1997,Honda,Xr600,591,,5865,5100,1997 Honda XR600 591cc
REC16562-1,243,2026-01-31,1979,Yamaha,Fs1,49,,4025,3500,1976 Yamaha FS1 49cc
REC16565-1,243,2026-01-31,1964,Honda,C95 Benly,154,,1725,1500,1964 Honda C95 Benly 154cc
REC16573-1,243,2026-01-31,1979,Yamaha,Rd250F 1A2,247,,5520,4800,1979 Yamaha RD250F 1A2 247cc
REC16573-2,243,2026-01-31,2016,Yamaha,Yzf R1M,998,,21850,19000,2016 Yamaha YZF R1M 998cc
REC16587-1,243,2026-01-31,1969,Benelli,Pasolini Rep,500,,3680,3200,1989 Benelli Pasolini Replica 500cc
REC16597-1,243,2026-01-31,1987,Yamaha,Rd500,499,,14950,13000,1987 Yamaha RD500 499cc
REC16598-1,243,2026-01-31,1977,Yamaha,Gt80,79,,1897,1650,1977 Yamaha GT80 79cc
REC16598-2,243,2026-01-31,1975,Yamaha,Dt175,174,,2760,2400,1975 Yamaha DT175 174cc
REC16598-3,243,2026-01-31,1983,Yamaha,Rd80,79,,2530,2200,1983 Yamaha RD80 79cc
REC16598-5,243,2026-01-31,1979,Honda,Cb750Ss Britain,736,,6670,5800,1979 Honda CB750SS Britain 736cc
REC16598-6,243,2026-01-31,1979,Suzuki,X7,247,,5980,5200,1979 Suzuki X7 247cc
REC16563-3,243,2026-02-01,1975,Suzuki,Rv125,123,,1725,1500,1975 Suzuki RV125 123cc
REC16563-4,243,2026-02-01,1974,Honda,Chaly,72,,1667,1450,1974 Honda Chaly 72cc
REC16563-5,243,2026-02-01,1925,Motobécane,Mb1,125,,977,850,c.1925 Motobécane Model MB1 Light Solo 175cc
REC16604-1,243,2026-02-01,2003,Suzuki,Gsx-R1000 K3,988,,4830,4200,2003 Suzuki GSX-R1000 K3 988cc
REC16599-1,243,2026-02-02,1975,Suzuki,Gt750M,738,,7590,6600,1975 Suzuki GT750M 738cc
REC16599-2,243,2026-02-02,1935,Norton,Model 30 International,490,,11500,10000,1935 Norton Model 30 International 490cc
REC16599-3,243,2026-02-02,1960,Norton,Dominator 88,497,,2760,2400,1960 Norton Dominator 88 497cc
REC16599-4,243,2026-02-02,1956,Norton,Model 30 International,490,,10350,9000,1956 Norton Model 30 International 490cc
REC16604-2,243,2026-02-02,2002,Suzuki,Gsx-R600 K1,599,,3680,3200,2002 Suzuki GSX-R600 K2 599cc
REC16606-1,243,2026-02-03,2002,Ducati,S4 Monster Challenge Bike,916,,4025,3500,2002 Ducati S4 Monster Challenge Bike 916cc
REC16615-1,243,2026-02-03,1985,Honda,Rtl250Sf Trials Machine,249,,4370,3800,1985 Honda RTL250RSF Trials Machine 249cc
REC16615-2,243,2026-02-03,1984,Honda,Tlr200,195,,1840,1600,1984 Honda TLR200 195cc
REC16615-3,243,2026-02-03,1985,Honda,Tlm200R Trials Machine,195,,1667,1450,1995 Honda TLM200R Trials Machine 195cc
REC16615-4,243,2026-02-03,1984,Yamaha,Ty250 Scotish Trials Machine,246,,1725,1500,1984 Yamaha TY250 Scottish Trials Machine 246cc
REC16615-5,243,2026-02-03,1999,Ducati,M900S Monster,904,,4025,3500,1999 Ducati M900S Monster 'Matrix' Tribute 904cc
REC16615-6,243,2026-02-03,1995,Aprilia,Rs250 'Rossi' Tribute,249,,6325,5500,1995 Aprilia RS250 Mk1 'Rossi' Tribute 249cc
REC16616-1,243,2026-02-03,1946,Ariel,1946 Ariel 350 Ng 348Cc,348,,3105,2700,1946 Ariel NG 350 348cc
REC16616-2,243,2026-02-03,1957,Ariel,Huntmaster,648,,2875,2500,1957 Ariel Huntmaster 648cc
REC16650-1,254,2026-02-15,1980,Triumph,Tr7Rv Tiger,744,,2645,2300,1980 Triumph TR7RV Tiger 744cc
REC16651-1,254,2026-02-15,1976,Honda,Cb550F Super Sport,544,,4715,4100,1976 Honda CB550F Four Super Sport 544cc
REC16652-1,254,2026-02-16,1972,Triumph,T120R Bonneville,649,,3220,2800,1972 Triumph T120R Bonneville 649cc
REC16652-4,254,2026-02-16,2001,Yamaha,Yzf-R1,998,,2990,2600,2001 Yamaha YZF-R1 998cc
REC16720-1,254,2026-02-26,1956,Triumph,Tr6 Trophy,649,,3680,3200,1956 Triumph TR6 Trophy 649cc
REC16721-1,254,2026-02-26,1903,Rothwell,2 Hp,147,,6785,5900,c.1903 Rothwell 2hp 147cc
REC16722-1,254,2026-02-26,1955,Vincent,Black Prince,998,,21850,19000,1955 Vincent Series D Black Prince Combination 998cc
REC16729-1,254,2026-02-27,1972,Suzuki,Gt750J,378,,6670,5800,1972 Suzuki GT750J 738cc
REC16755-1,254,2026-03-01,2004,Yamaha,Wr450F 2-Trac,449,,9200,8000,2004 Yamaha WR450F 2-Trac 449cc
REC16773-1,254,2026-03-03,1974,Yamaha,Rd350B,347,,3220,2800,1974 Yamaha RD350B 347cc
REC16741-1,254,2026-03-07,2007,Triumph,955I,1050,,1955,1700,2007 Triumph 955i Daytona 955cc
REC16789-1,254,2026-03-10,1953,Vincent,Series C Black Shadow,998,,33350,29000,1953 Vincent Series C Black Shadow 998cc
REC16789-3,254,2026-03-10,1925,Triumph,Model P Mk1,494,,7475,6500,1925 Triumph Model P Mk1 494cc
REC16792-1,254,2026-03-12,1960,Dmw,Dolomite,249,,2070,1800,1960 DMW Dolomite  Mk II 249cc
REC16792-2,254,2026-03-12,1960,Triumph,Tiger Cub,199,,2300,2000,1960 Triumph T20 Tiger Cub 199cc
REC16793-1,254,2026-03-12,2010,Suzuki,Gsx-R1000 Anniversary,999,,4715,4100,2010 Suzuki GSX-R1000 Anniversary LE  999cc
REC16802-1,254,2026-03-13,1990,Norton,F1 Rotary,588,,25300,22000,1990 Norton F1 Rotary 588cc
REC16792-3,254,2026-03-14,1980,Moto Guzzi,V50 Mkii,493,,1840,1600,1980 Moto Guzzi V50 MkII 493cc
REC16801-1,254,2026-03-14,1969,Triumph,Tr6,649,,4715,4100,1969 Triumph TR6 Trophy 649cc
REC16801-2,254,2026-03-14,1971,Triumph,T100 Daytona,490,,4025,3500,1971 Triumph T100R Daytona 490cc
REC16805-2,254,2026-03-14,2996,Kawasaki,Zx-7R (P1),749,,2760,2400,1996 Kawasaki ZX-7R Ninja (P1) 748cc
REC16805-3,254,2026-03-14,1965,Mobylette,Av44,49,,897,780,1965 Motobécane Mobylette AV44 49cc
REC16807-1,254,2026-03-15,1955,Triumph,T100 Tiger,498,,4140,3600,1955 Triumph T100 Tiger 498cc
REC16807-2,254,2026-03-15,1939,Vincent Hrd,Series A Comet,498,,22425,19500,1939 Vincent HRD Series A Comet 498cc
REC16810-1,254,2026-03-16,2000,Bmw,R1200C,1170,,3910,3400,"2000 BMW R1200C 1,170cc"
REC16719-1,254,2026-03-17,1979,Honda,Cb750F Super Sport,749,,1725,1500,1979 Honda CB750F Super Sport 749cc
REC16818-1,254,2026-03-17,1970,Honda,Z50Ak2 Mini Trail,49,,2415,2100,1970 Honda Z50AK2 Mini Trail 49cc
REC16459-3,254,2026-03-18,1973,Yamaha,Tx500,498,,1610,1400,1973 Yamaha TX500 498cc
REC16821-1,254,2026-03-18,2004,Ducati,Monster S4R,996,,4715,4100,2004 Ducati Monster S4R 996cc
REC16819-2,254,2026-03-19,1981,Suzuki,Gs650E,673,,1035,900,1981 Suzuki GS650E 673cc
REC16828-1,254,2026-03-19,1974,Honda,Cb750K4 Four,736,,5520,4800,1974 Honda CB750K4 Four 736cc
REC16819-4,254,2026-03-20,1973,Yamaha,Rd175A Enduro,175,,2530,2200,1974 Yamaha DT175A Enduro 171cc
REC16819-5,254,2026-03-20,2002,Aprilla,Pegaso 650,651,,1092,950,2002 Aprilia Pegaso 650 651cc
REC16819-6,254,2026-03-20,1977,Yamaha,Rd250,247,,4715,4100,1977 Yamaha RD250 247cc
REC16832-2,254,2026-03-22,1983,Harley Davidson,Flht Electra Glide,1340,,9430,8200,"1984 Harley-Davidson FLHT Electra Glide 1,340cc & Steib sidecar"
REC16835-1,254,2026-03-22,2018,Suzuki,Gsx1300 Ra L7,1340,,8050,7000,"2018 Suzuki GSX1300RA Hayabusa 1,340cc"
REC16836-2,254,2026-03-22,1967,Bsa,Spitfire Mk Iii,648,,4830,4200,1967 BSA A65 Spitfire Mk III 648cc
REC16835-2,254,2026-03-23,1961,Ajs,Model 31,646,,2070,1800,1961 AJS Model 31 646cc
REC16835-3,254,2026-03-23,1961,Ajs,Model 31,646,,2530,2200,1961 AJS Model 31 646cc
REC16835-4,254,2026-03-23,1961,Ajs,Model 31 Csr,646,,3680,3200,1961 AJS Model 31 CSR 646cc
REC16837-1,254,2026-03-23,1997,Ducati,916 Biposto,916,,5175,4500,1997 Ducati 916 Biposto 916cc
REC16840-2,254,2026-03-24,1985,Jawa,4 Valve Speedway Bike,500,,2530,2200,c.1985 Jawa 4-Valve Speedway Bike 500cc
REC16840-4,254,2026-03-24,1969,Triumph,Tr6C Trophy Competition,649,,5980,5200,1969 Triumph TR6C Trophy Competition 649cc
REC16847-1,254,2026-03-25,2007,Ducati,999R,999,,13340,11600,2007 Ducati 999R 999cc
REC16849-1,254,2026-03-25,1952,Wassell,Bantam Trials,185,,1840,1600,1952 Wassell Bantam Trials 185cc
REC16849-2,254,2026-03-25,1960,Bsa,A7 Shooting Star,497,,2760,2400,1960 BSA A7 Shooting Star 497cc
REC16849-3,254,2026-03-25,1960,Bsa,A10 Golden Flash,646,,3795,3300,1960 BSA A10 Golden Flash 646cc
REC16853-1,254,2026-03-25,2000,Yamaha,V Max,1198,,2760,2400,"2000 Yamaha V-Max 1200 Full Power 1,198cc"
REC16851-1,254,2026-03-26,1983,Honda,Xl600Re,589,,3450,3000,1983 Honda XL600RE 589cc
REC16851-3,254,2026-03-26,2003,Honda,Xr650R,649,,6325,5500,2003 Honda XR650R 649cc
REC16851-4,254,2026-03-26,1980,Suzuki,Dr400,396,,2415,2100,1980 Suzuki DR400 396cc
REC16856-1,254,2026-03-26,1968,Triumph,T90 Tiger,349,,4025,3500,1968 Triumph T90 Tiger 349cc
REC16857-1,254,2026-03-26,1981,Honda,Cb900F,900,,1035,900,1981 Honda CB900F Super Sport 902cc
REC16859-1,254,2026-03-27,1975,Ducati,239 Mk Iii,239,,1840,1600,1975 Ducati 239 Mk III 239cc
REC16862-1,254,2026-03-28,1960,Triumph,T120R Bonneville,649,,14030,12200,1960 Triumph T120R Bonneville 649cc
REC16863-1,254,2026-03-28,2001,Triumph,Bonneville T100,790,,4830,4200,2001 Triumph Bonneville T100 790cc
REC16868-1,254,2026-03-29,1986,Yamaha,Fj1200,1188,,2415,2100,"1986 Yamaha FJ1200 1,188cc"
REC16868-2,254,2026-03-29,1997,Yamaha,Xj900 Diversion,892,,2415,2100,1997 Yamaha XJ900 Diversion 892cc
REC16868-3,254,2026-03-29,1959,Ariel,Square Four,997,,9200,8000,1959 Ariel Square Four 997cc
REC16869-1,254,2026-03-29,1976,Honda,Cb400F Super Sports,408,,2530,2200,1976 Honda CB400F Super Sport 408cc
REC16869-2,254,2026-03-29,1992,Honda,Cbr400Rr Nc29,398,,2875,2500,1992 Honda CBR400RR NC29 398cc
REC16869-3,254,2026-03-29,1992,Honda,Vfr400Rnc30,399,,4370,3800,1992 Honda VFR400R NC30 399cc
REC16869-4,254,2026-03-29,2005,Ducati,749R,749,,10235,8900,2005 Ducati 749R Biposto 749cc
REC16869-6,254,2026-03-29,1996,Honda,Cb400 Super Four S,399,,2300,2000,1996 Honda CB400 Super Four S 399cc
REC16869-7,254,2026-03-29,1998,Ducati,916 Biposto,916,,5750,5000,1998 Ducati 916 Biposto 916cc
REC16869-8,254,2026-03-29,2004,Ducati,999 Monoposto,999,,4255,3700,2004 Ducati 999 Monoposto 999cc
REC16869-9,254,2026-03-29,1997,Ducati,748 Biposto,748,,6210,5400,1997 Ducati 748 Biposto 748cc
REC16874-1,254,2026-03-29,1953,Ajs,Model 18S,498,,2300,2000,1953 AJS Model 18S 498cc
REC16875-1,254,2026-03-30,2020,Bmw,R1250 Gs Adventure Rally Te,1254,,12535,10900,"2020 BMW R1250 GS Adventure Rallye TE 1,254cc"
REC16876-1,254,2026-03-30,2005,Triumph,1050 Sprint St,1050,,1035,900,"2005 Triumph 1050 Sprint ST 1,050cc"
REC16876-2,254,2026-03-30,1967,Triumph,T100R Daytona,498,,3220,2800,1967 Triumph T100R Daytona 498cc
REC16876-3,254,2026-03-30,1977,Yamaha,Xt500,499,,2990,2600,1977 Yamaha XT500 499cc
REC16824-3,254,2026-03-31,1963,Dmw,Villiers Lightweight Special,197,,575,500,1963 DMW Villiers-engined Lightweight Special 197cc
REC16875-2,254,2026-03-31,2018,Triumph,T120 Bonneville,1200,,5520,4800,"2018 Triumph T120 Bonneville 1,200cc"
REC16879-1,254,2026-03-31,1972,Yamaha,Rd350,347,,3910,3400,1972 Yamaha RD350 347cc
REC16880-1,254,2026-03-31,1975,Kawasaki,Z1A,903,,8740,7600,1975 Kawasaki Z1A 903cc
REC16880-2,254,2026-03-31,1976,Suzuki,Gt750A,739,,9085,7900,1976 Suzuki GT750A 739cc
REC16880-3,254,2026-03-31,2003,Bmw,R1100S Boxer Cup,1130,,4715,4100,"2003 BMW R1100S Boxer Cup Replica 1,130cc"
REC16883-1,254,2026-03-31,1972,Triumph,T100R Daytona,499,,3220,2800,1972 Triumph T100R Daytona 499cc
REC16884-1,254,2026-03-31,1935,Douglas,Z1 Powerflow,600,,6210,5400,1935 Douglas Z1 Powerflow 600cc
REC16884-2,254,2026-03-31,1937,Douglas,Aero 600,596,,5175,4500,1937 Douglas Aero 596cc
REC16884-3,254,2026-03-31,1953,Douglas,90 Plus,348,,6095,5300,1953 Douglas 90 Plus 348cc
REC16884-4,254,2026-03-31,1936,Douglas,Endeavour,498,,2300,2000,1936 Douglas Endeavour 498cc
REC16885-1,254,2026-03-31,1964,Velocette,Le Mkiii,192,,1092,950,1964 Velocette LE MkIII 192cc
REC16885-2,254,2026-03-31,1964,Velocette,Viper,349,,2875,2500,1964 Velocette Viper 349cc
REC16886-1,254,2026-03-31,1984,Yamaha,Ty250 Scottish Trials Machine,246,,2760,2400,1984 Yamaha TY250 Scottish Trials Machine 246cc
REC16886-3,254,2026-03-31,1983,Suzuki,Gsx1100Sz Katana,1074,,4715,4100,"1983 Suzuki GSX1100SX Katana 1,074cc"
REC16886-4,254,2026-03-31,1985,Honda,Ns400R,387,,5750,5000,1985 Honda NS400R 387cc
REC16886-6,254,2026-03-31,2003,Ducati,999 Biposto,999,,4830,4200,2003 Ducati 999 Biposto 999cc
REC16889-1,254,2026-03-31,2016,Harley-Davidson,Softail Slim,1690,,8970,7800,"2016 Harley-Davidson Softail Slim 1,690cc"
REC16882-1,254,2026-04-01,1981,Honda,Xl500S,499,,3450,3000,1981 Honda XL500S 497cc
REC16882-2,254,2026-04-01,1979,Yamaha,Xt500G,499,,4025,3500,1979 Yamaha XT500G 499cc
REC16888-1,254,2026-04-03,1990,Reliant,Rialto Trike,848,,115,100,1990 Reliant Rialto Trike 848cc
REC16888-11,254,2026-04-03,1961,Norton,Jubilee,250,,862,750,1961 Norton Jubilee 249cc
REC16888-12,254,2026-04-03,1988,Harley Davidson,Flhtc,1449,,1840,1600,"1988 Harley-Davidson FLHTCS 1,449cc"
REC16888-14,254,2026-04-03,2002,Triumph,Daytona 955I,955,,632,550,2002 Triumph Daytona 955i 955cc
REC16888-15,254,2026-04-03,1978,Yamaha,Dt175,175,,862,750,1978 Yamaha DT175 171cc
REC16888-18,254,2026-04-03,1965,Norton,Jubilee,250,,230,200,1965 Norton Jubilee 249cc
REC16888-20,254,2026-04-03,1931,Sunbeam,Model 90,492,,3680,3200,1931 Sunbeam Model 6 Lion 492cc
REC16888-21,254,2026-04-03,1962,Ajs,Model 16,350,,1092,950,1962 AJS Model 16 347cc
REC16888-22,254,2026-04-03,1959,Royal Enfield,350 Bullet,348,,1035,900,1959 Royal Enfield 350 Bullet 348cc
REC16888-23,254,2026-04-03,1975,Honda,Ct125,,,402,350,c.1975 Honda CT125 'Indian' Trail 124cc
REC16888-25,254,2026-04-03,1976,Bsa,C15 Project,,,115,100,1976 BSA C15 Project 249cc
REC16888-27,254,2026-04-03,1926,Triumph,Board Racer 500Cc,,,977,850,c.1926 Triumph Board Racer 494cc
REC16888-4,254,2026-04-03,1954,Norton,Big 4,600,,1955,1700,1954 Norton Big Four 596cc
REC16888-6,254,2026-04-03,2002,Bmw,F650 Cs,652,,632,550,2002 BMW F650 CS 652cc
REC16888-7,254,2026-04-03,2005,Suzuki,Gz250 249Cc,249,,632,550,2005 Suzuki TU 250 Steve McQueen Replica 249cc
REC16888-8,254,2026-04-03,1954,Bsa,C11,250,,862,750,1954 BSA C11 Bobber 249cc
REC16888-9,254,2026-04-03,2006,Royal Enfield,Bullet 500,499,,345,300,2006 Royal Enfield 500 Bullet 499cc
REC16888-26,254,2026-04-04,1957,Ajs,Model 14,,,575,500,1957/65 AJS Model 14 248cc
REC16929-6,263,2026-04-16,1949,Vincent,Series C Black Shadow,998,,14720,12800,1949 Vincent Series C Black Shadow Upper Frame and Engine 998cc
REC16975-2,263,2026-04-23,1972,Bsa,A75R Rocket 3,740,,5750,5000,1972 BSA A75R Rocket 3 Mk2 740cc
REC16975-1,263,2026-04-24,1971,Norton,750 Commando,745,,4830,4200,1971 Norton 750 Commando 745cc
REC16975-4,263,2026-04-24,1963,Bsa,A10 Rocket Gold Star,646,,4370,3800,1963 BSA A10 Rocket Gold Star 646cc
REC17018-1,263,2026-04-30,1958,Moto Morini,175 Corsa,175,,2875,2500,1958 Moto Morini 175 Corsa 175cc
REC17020-2,263,2026-04-30,1955,Mv Agusta,Css Squalo Race Bike,175,,9200,8000,1955 MV Agusta 175 CSS Squalo Race Bike 175cc
REC17022-1,263,2026-04-30,1977,Honda,Cb400F Super Sport,408,,2530,2200,1977 Honda CB400F Super Sport 408cc
REC17022-2,263,2026-04-30,1979,Honda,Cb550K Four,544,,2300,2000,1979 Honda CB550K Four 544cc
REC16968-4,263,2026-05-03,1989,Kawasaki,Zxr-7 Ttf1,749,,9200,8000,1989 Kawasaki ZXR-7 TTF1 Endurance Race Bike 749cc
REC16991-4,263,2026-05-07,1980,Harley-Davidson,Flt Road Glide,1340,,1725,1500,"1980 Harley-Davidson FLT Road Glide 1,340cc"
REC16991-5,263,2026-05-09,2006,Triumph,Daytona 675,675,,1150,1000,2006 Triumph 675 Daytona 675cc
REC16991-6,263,2026-05-09,1997,Husqvarna,Te610,576,,345,300,1997 Husqvarna TE610 576cc
REC17020-1,263,2026-05-09,1919,Triumph,Model H,550,,4830,4200,c.1919 Triumph Model H 550cc
REC17026-1,263,2026-05-09,1926,Raleigh,Model 20,348,,4370,3800,1926 Raleigh Model 20 348cc
REC17029-1,263,2026-05-12,1954,Ariel,Square Four,997,,6900,6000,1954 Ariel Square Four 997cc
REC17032-1,263,2026-05-15,1938,Rudge,Sports Special,498,,8970,7800,1938 Rudge Sports Special 498cc
REC17035-1,263,2026-05-16,1977,Suzuki,Gt750B,738,,7762,6750,1977 Suzuki GT750B 738cc
REC17032-2,263,2026-05-18,1956,Norton,Dominator 99,600,,3680,3200,1956 Norton Dominator 99 596cc
REC17038-1,263,2026-05-18,2013,Motolug,Se Collapsible Single-Bike Trailer,,,805,700,c.2013 Motolug SE Collapsible Single Bike Trailer
REC17052-1,263,2026-05-22,1957,Bsa,B33,500,,3450,3000,1957 BSA B33 500 499cc
REC17052-2,263,2026-05-22,1987,Bmw,R80Rt,798,,3450,3000,1987 BMW R80RT 798cc
REC17052-3,263,2026-05-22,1969,Norton Triton,750Cc Slimline,750,,3220,2800,1969 Norton Dominator 750 Triton 744cc
REC17053-2,263,2026-05-22,2004,Honda,Z50 Chrome Limited Edition Monkey,49,,2587,2250,2004 Honda Z50 Chrome Limited Edition Monkey 49cc
REC17053-3,263,2026-05-22,1975,Kawasaki,H2 Custom,748,,7475,6500,1975 Kawasaki H2 Custom 748cc
REC17054-1,263,2026-05-22,1938,Bmw,R35,348,,6900,6000,1938 BMW R35 German WW2 Military Bike 342cc
REC17059-1,263,2026-05-27,1951,Excelsior,Super Autobyk G2,98,,517,450,1951 Excelsior Super Autobyk G2 98cc
REC17059-2,263,2026-05-27,1966,Velocette,Le,,,483,420,1966 Velocette LE Mk III 192cc
